Domain	Phylum	Class	Order	Family	Genus
a88fd8d486103cfd77909fca483cbdef	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
5c91ff47d47437f0a1d3d97345b659cd	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus
9033356dbd9f2b545f1b2ff713b30de9	Bacteria	Chloroflexi	Dehalococcoidia	GIF9	AB-539-J10	AB-539-J10_ge
0b6aceb3924750ef108a87eb7561ceac	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	L21-RPul-D3	L21-RPul-D3_ge
3f51341710a65a9952a2f7b39be6959f	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus
3561bc6e427e075f3ed97a1531b77d23	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	GIF3_fa	GIF3_ge
df445cb6280979e4147749fc2f17344d	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
f55f664a5b16be37a367bbcca08d5a7c	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1
7538ac72b0c3cdb19335c1abc42e913a	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
f089a57908097b12959e785d84252c9e	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	WCHB1-41_fa	WCHB1-41_ge
2159d2b20e224b3029f688e80100902a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured
a6b1e780afa43800ea31311533f05713	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
bee2206c585c86677e596c779673a821	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales_fa	Aminicenantales_ge
33a06014eb07c2f1b238b65d44a598d7	Bacteria	Actinobacteriota	WCHB1-81	WCHB1-81_or	WCHB1-81_fa	WCHB1-81_ge
f623f93841959894af5c5403ead1ff3f	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thioalkalimicrobium
e33dd10a14a59b3d37bf624999b7a5db	Bacteria	Verrucomicrobiota	Chlamydiae	LD1-PA32	LD1-PA32_fa	LD1-PA32_ge
1455e6e6ec07b1dc77792930172d9c92	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
0e9416355941cea20065124505e09270	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium
da330bf63606266e00ceaacef062144a	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
4a273d35d92818a68e8a1383e4a326f7	Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified
eaafbb9353853c766cf3e455c3968da1	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophales_fa	Omnitrophales_ge
dedd37c6da8e582aee3d5f2cdae4ee47	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Syntrophaceae	Syntrophus
64a4eebf91b07d118d7b4477943a60dc	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	uncultured
5994a9e9762fe2027ccb05efbd7ca622	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagales_unclassified	Chitinophagales_unclassified
9b4888122328e1210371dadf5c9feb9c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17_ge
ee7a834842913f1ddb5e6aba7ddcf6a5	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1
4d6c9c0d614023e9c7b5a5d6646a88a8	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	AKAU3564_sediment_group_ge
e2c2749dfe15f9c1dc6a936f9f44c6f6	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified
19b04e4a04e9d4265bc09b2268cf1dee	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
fc895d674baf4269343cc34df12c1e76	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
ca54c314a7ea171fb22fff4bc40727f5	Bacteria	Verrucomicrobiota	Verrucomicrobiota_unclassified	Verrucomicrobiota_unclassified	Verrucomicrobiota_unclassified	Verrucomicrobiota_unclassified
2539fcffc6b803b554538d9b093880e7	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
998b21e372bbe2d2500ce00f63fdeb94	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	uncultured	uncultured_ge
b4e2964b92c754c507507f9bab12902c	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Thiobacillus
a22d5c9265f48bfe41509f6d9de74749	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	GWE2-31-10
a7d9d6dffdf81356d953140ebd61d5b6	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales_fa	Woesearchaeales_ge
cadb558f7b2d6bc5d08f36191efca74b	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
d79a0f14cdaf70cd23b76ebc7c09c8cf	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	AKAU3564_sediment_group_ge
2955de55586a828f29a9c5f2210a58ac	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	Desulfurivibrionaceae_unclassified
5e19c0d412fc0bc47f64aa14770325dc	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	uncultured
9a72d8acbeaff1cf57e300401a17a0a7	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	OPB41_fa	OPB41_ge
7a7f95a51ba3e826e06fb766a3878030	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes_VC2.1_Bac22	Bacteroidetes_VC2.1_Bac22_fa	Bacteroidetes_VC2.1_Bac22_ge
6a5de9a2d99908d265da9cff78d56612	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
ae1a3494eaeabcfe2d6b8dba0afa852c	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
20132903a29c7b10dc08f55e6b8537fa	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	UCG-010_ge
b77da1ac467010ce03fbd88969e9e2c8	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
e7efe90d921e28fcc3e29c58bea17526	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1
cc5e4f6465b66a5579b40b520d6ab4d7	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
3bcf0bde6ffbec87269621179f0aa6f2	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
0fbf6003358f46e8052c16c61036fee0	Bacteria	Caldatribacteriota	JS1	JS1_or	JS1_fa	JS1_ge
ef8f4c88a5fa5e8be65796b3f7f1f7a9	Bacteria	Actinobacteriota	Actinobacteriota_unclassified	Actinobacteriota_unclassified	Actinobacteriota_unclassified	Actinobacteriota_unclassified
eb26299c27514b5f82930794cbb57089	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Nealsonbacteria	Candidatus_Nealsonbacteria_fa	Candidatus_Nealsonbacteria_ge
cde0c4bf33bc1c877d4d3e5cd1406183	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_or	Parcubacteria_fa	Parcubacteria_ge
f47825c9d88f71d0559a844633a410b2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	uncultured
5c7b46a518411e19aebaf34b7bebe24e	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	MSBL3
df24c4deadce51f270f4e3ad53143816	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
d51be68b64bdfa29c07729883327381c	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
9d7489984e1de086921d385e0c0bedb6	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
5f91a0e0e1263bf50fe90507c0c8cb20	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia
fb5d30333b519f39627bb75ba026142b	Bacteria	Sva0485	Sva0485_cl	Sva0485_or	Sva0485_fa	Sva0485_ge
e181ce7c3e790d044c4d158937319b53	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
809e3109db7000ee8be261c433b031b2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae_unclassified
74cfd30a11ff83969386d2d3a1ac13c7	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus
f11b4ae71feeca498154532d40853def	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured_ge
48e6ce6af49fd64d8f1daeb104efadf6	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ff4bc4da86a70b51c0beed3c7b13ee63	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
9a7e2b24a2160ad04a8cae56611c7f2a	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella
262dbb2d7e18fbe7120dc76825547cb7	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45_ge
498822e77c28f21a446d2ddca1710da0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
3096bfb8c5d982d19e8e033a4e4fe887	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
9523ffeb73a44823f2ec91e7f8758b95	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	MWH-CFBk5	MWH-CFBk5_ge
acc7bf21a6034ba1db21ab722aeeaa4e	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured
0b9f4f10e146bbd70ffe518a1d1a1c14	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium
80dcfa08111236ef5ef8f3378bb72225	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
4cfb98b61451f07c4e9e016480a5d7ff	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
3d8930b48bf1475e055d02f429b9d64b	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus
1b92643478d9e8d06ec51128a7d6954b	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera
5388f7cfbcdd58d5a50cf98e9188c4cf	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
e5a221013becba6a854e13fe9c96b907	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsiaceae_unclassified
07273b558384d746d3664b8b3147aef6	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
de3e40411d0a325c7e4965ebd6660592	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_unclassified
d2e6e17938ca243c8e549d028ce64bc9	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter
1fc3acf03d9fc762874400311c262bb8	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured
a5a82f02dd84fbe7a2e90d5e15da7a8e	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured
c62d25351411fcbecaca1f13feb605ea	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma
5588eec27404c73a24ae3d6acde331d3	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
391a33dcc5c87984578e1f7d62d865fd	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacteriaceae_unclassified
afe6c9d29aa17633ff462e055713b839	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
e55b52a9944c0b64d4c068cd30bf1198	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella
c0cb95b1b2af49df58d2c80e1bfa459d	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
5cf8b4c75bd8c6a1a1cbf8dc26251004	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma
ba5978960419f0a778fb4778dbf6e0d0	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
1897298e6238b4364921c833abad9cf3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_UCG-004
3422929aa96c6442e6bb83c65c43ea6d	Bacteria	Actinobacteriota	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
c361dd178fa5433c8ef76cab941d629b	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
ef70097408df2ff70f5b324fd467c925	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
4f64f405f0526d62bc0354ca71790d17	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter
eda89a9347c395faae9c1eeeb2fd3ca5	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
70c7b77b7d12e1def7df6d2a32f69111	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	uncultured
fbbda37cd0822f9f60fcbb3c74bad6fd	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
54e5a3d277c56f8bfb0bb6f50622757d	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
3e5be206cc3aca16a2777dfd10a64b86	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_unclassified
f5d6be0ed082fd5632e26bc1450e498b	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
a55e588a925316ce6a9b6d0950b4b21d	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured_ge
5f02cc0aac4997826ed2363e3846a1e6	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacteraceae_unclassified
aa6c99fe852379945e0123771fc905e2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Rugamonas
9b77da659c0c78692b435a34066e4c6a	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera
1fa216d78ee23eb952f9340951aae2fd	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae_ge
89d3efa7bfd2f6341e56140f02f8be01	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge
177a5b453f514af0048c0d912b23bfb7	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ee5a1ef0aa425c63ce0515046df081ce	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
a5cde75c53ceae409fb7962225e2c0ae	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured_ge
daf3340c624e25677d6a094a6ad0dc3b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured
777a98271083d579a880360e33567be6	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
a6c32ef21f94c71c63084c34a415398f	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
2d292e3c46dc0d5b531ed6e1346d8fd3	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781_ge
fa4071a3657c39ee10dc1a5d3ce37440	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planomicrobium
bd944ad4053ceadcc6aea6e3479d8ec7	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
d5056827589494467de2c8c0c2d06997	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge
8c741ce57a79645fcb8f37cc190feec7	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
15d4157385591b08b5891d794d488efa	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter
ee3f3d4afd6b48e9cb5372e89f4057fc	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Aetherobacter
2624ecf0506390d27d1df75b532e7496	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
0a9ae32a2ea61722ef9f2538554985e7	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	uncultured
17e5488fa4f13d079480f863c5e798c6	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
594d9332717e37fb2e855d992071ec1a	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
f6ce80392c443a7fa489a0f9e881be29	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia
abeb76968ccb64f76c6cdf996b666930	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta
6c694c9529e98260f3a5f96a3aff4604	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	SAR202_clade_fa	SAR202_clade_ge
2983607bc3302dc55ad0bfc6f7e488c7	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
2fe8ff50ecae1c1604ea13b25d0f3209	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcaceae_unclassified
f93250b770a9971517fb774d89aa1377	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagales_unclassified	Cytophagales_unclassified
33679725c353e4fa1aa3459ddde186f7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
1ddf37cc89095328ae19993f7bbce552	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	UCG-010_ge
466ad520cd49323ea7e81de0fced738d	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
c5f658f0907db0b04775ad3a1fb97f32	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella
67c0bba205cc59d2f3334c892993acb8	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_unclassified
4b376c1d38d915e5803e48ea73decb0e	Bacteria	Planctomycetota	OM190	OM190_or	OM190_fa	OM190_ge
1992b9199336cee786031f3ce1c652b6	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
b910766e4c1256402a9041a636cf0e10	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Tessaracoccus
34adc0251d11915808681f783080f498	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
d226feb76cce65716033a9acdc7ce951	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckiaceae_unclassified
890794b8f86cb2b7d1fee08f23e1e8df	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter
0207cba4c393e58b036b57e9a1c93a4e	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales_fa	Armatimonadales_ge
56b951920fee0e586122bdfc49b7b67f	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
539ad47b678f4a49997e01b85913cb9b	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia
5bfd55117aa07185ed8d470ee7ff5c17	Bacteria	Actinobacteriota	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
0f90b77a10e5cae78cfc235d73e3baf4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas
319f933adce77768241e0609e756f7ea	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacteriaceae_unclassified
ff00a8fce920f3c9f2db688a23a69068	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14	0319-7L14_fa	0319-7L14_ge
1840308345d28151672206d121af3861	Bacteria	Actinobacteriota	Actinobacteria	Euzebyales	Euzebyaceae	uncultured
8f61d66119b4d8d22a5cedf3da2e515d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella
5557270e101f76ce1ff2f9039f7158d8	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Tunicatimonas
534fcb8fcea8edb70516e0f568dd3dad	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
79f8fabe04ebcfec07e1295279af18d0	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
fcf6073fe7460334ae6601c830fa744f	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055
73a84821a328baae76423193cd4e1fc0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacteraceae_unclassified
2942283b195f5657afdb1887b0f1080c	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured_ge
f1a96f098a6605ec324d363ee7dde51f	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256_fa	IMCC26256_ge
180988a1180c1c1d5a18adc6a19c3781	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas
bb25fb61dd98675c3c8140ed4a64b73c	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group_ge
a7807f49a1b9183f21819480abe63b60	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	A21b_ge
e7c29d4011db4b874e68bb8ba11b349f	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	Gastranaerophilales_fa	Gastranaerophilales_ge
b00e5e4ab01ed0ae162ae5c478fe7900	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	Micavibrio
70f3cb1bf3f420ab2fb2ff2aadfedd07	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas
da8275bda8f2864e3d729cbd1ac745e4	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ff1ea1c8e838085ec335292dfd987132	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter
c52cbda8b94d9dfc4f83c25ca0da6e1f	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
19fea5a6f2958bd4d33ceafa0252517a	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae_unclassified
90ff6795b384ea9b87ec0af14ff5af4a	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya_VRUC_135
b97b2cefe33f134ad1ccf379633acf03	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group
02750c35a189450c74d89ecac5dde403	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
3d526477476dc0b6a7725f6a7028927b	Archaea	Halobacterota	Halobacteria	Halobacterales	Halobacterales_unclassified	Halobacterales_unclassified
55ae6871c43e1e6c88bc9132be315c6d	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae_unclassified
93ad4f9e88ed59265269f3c021745c93	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified
2117989d97ffe7c28e8ab5765d6a8c62	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium
179281590334a42e2d5e56c214b7c5c0	Bacteria	Cyanobacteria	Sericytochromatia	Sericytochromatia_or	Sericytochromatia_fa	Sericytochromatia_ge
a6aa1c5c3a159faafc7f3cd524d6bd57	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Galbitalea
b763624911ea26168a7c90865f48476e	Archaea	Halobacterota	Halobacteria	Halobacterales	Halobacterales_unclassified	Halobacterales_unclassified
26e4ab46e4e9b63ba7802fdb017a9220	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales_fa	Armatimonadales_ge
20fb8eba3ccc2c4c523e1f8ee2a8ec57	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	TRA3-20_ge
eef4dc9d116a380214c99d45323870bc	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacteraceae_unclassified
1684a88c6265edb93c5d6b34fe68366a	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus
4473f0f8cf57240e95843d5211730bcd	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaeraceae_unclassified
7293c258c1f9f89347e8f024df012ffd	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
