Domain	Phylum	Class	Order	Family	Genus
52ac791de216fceb2877398e70ca5bda	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae_unclassified
8aee778d67544588d96248b426ef5cd8	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
6b7951aa7c9beed3a17f5ad4294fefae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	WCHB1-32
13c192d50cff7e65ab17657c4769d790	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_13
6817c9bd7b56114e0636a4b66ba5d44a	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured
d95186b23562853d07ab4f99e4f41afb	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	GOUTA6
2c3f1e82bfb5e4b493a45ca530891aa2	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
2c4132443410a3321317d3d4028dff2c	Bacteria	Desulfobacterota	uncultured	uncultured_or	uncultured_fa	uncultured_ge
ac03409d7c497e09b7daf3bd4b7b36ef	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	S15A-MN91	S15A-MN91_ge
450b2eadfd329570cf6e7af022fbe179	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified
58c944faf842c33d9ca3f4fc35cc4a47	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
1e58047eff9ddb96ed84659ce0d050ec	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfoconvexum
006898e5a10f17cd04b547c2209f0806	Bacteria	Actinobacteriota	Coriobacteriia	FS118-23B-02	FS118-23B-02_fa	FS118-23B-02_ge
dac7e9db31468505a4f25a00d49fcf50	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
4e377a27f87cb2d242001c0d04f9fbda	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40_aquatic_group	ML635J-40_aquatic_group_ge
daa5d2bef7963cd3f515ec15cb25e391	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus
0f5f2ddab1f0db6e285b16f8f3abba65	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
8c44f4a00d94bfdc14999c72508c5bba	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseibacterium
3b17886cec6d9297aa11fd8731d98daf	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured
3a8a7409bdc33da14a01ec3e3313b9a7	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
de31d45b097ea04a5dca1f1075e5fddd	Archaea	Thermoplasmatota	Thermoplasmata	uncultured	uncultured_fa	uncultured_ge
d749f010258f64a48c4d73a0e26b95f4	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
aaa43b056715277bf7e38755982c45a6	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	Methanosarcinaceae	ANME-3
c673f8fd680f60ca5e547932edc9d0dd	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5	SB-5_ge
f303cace9fe84b8ec30b8eae6ad70beb	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
23e38c99efd3c4e433bed8eeddf202f6	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
eb41af02b18dc957ef593cfd11261be5	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
62b8f802ccf61bcbe296bfd8277b8f4b	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga
6fd80e257582051067ae77ad7d0541cb	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5	SB-5_ge
2cc5c5e3553be767a780f58dbb268ecc	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula
520545b03898fb9f3340b29f0fdd6189	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
0086ed890d4b283359f56d4ed9563321	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Syntrophaceae	Syntrophus
742a353a04c26603d69b48743925e0d4	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsa
a7c2230add331cc7e9287ad90a09d793	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	uncultured
9e586bbcca35aa1c6151ef5fc5636b7e	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified
7d0958dea36b978843c6d9ce52cfd672	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Rhodohalobacter
476fe30edefad58635ac209ba3d4b676	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadales_unclassified	Pseudomonadales_unclassified
f982edd001c3255965619945cefec32a	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
c38996d403a7bedc40889eed0beab90b	Bacteria	Verrucomicrobiota	Verrucomicrobiota_unclassified	Verrucomicrobiota_unclassified	Verrucomicrobiota_unclassified	Verrucomicrobiota_unclassified
baeff2c1edc6d9e304d9f8ec22290cd9	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
777ac1bf1b905d59a6d76526bc26ee8a	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
61c2802cc37f84e1cd7f22cdf89395af	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Rhodohalobacter
8c7b64ea0f756af93edde73a6aa9e400	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
1b4fb77a80440a93b1234720409013e6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
795686f46bcc2a4dd50cc8264981a438	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales_fa	Woesearchaeales_ge
bd4ecd672ebbf3c3fdd7857ae992d0fd	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured_ge
c417b8aebf4bb62eabb2018856888214	Bacteria	Firmicutes	Bacilli	Bacillales	Salisediminibacteriaceae	Salisediminibacteriaceae_unclassified
0f3d0ff357271e62b2ee32a23083093d	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
94f4b8b709cf5073faf4ffc8e9ec40b7	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Belnapia
7886d17b8ad20432037f124e1c5b1402	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae_unclassified
9bf147b4f1eb7b9ca1f3dd7badef6da9	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
0da7677c03a36b76602c5d8d0f2899c6	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas
22caa77d82d9c6d0a05544e44498f531	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Belliella
0c44d07705772fa52c28cb8b14b42ed7	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Candidatus_Kerfeldbacteria_fa	Candidatus_Kerfeldbacteria_ge
ecea1daacffe594d14111eaead3e3088	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter
8e49a48df1e8ccadd77aa710ba95997c	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter
3f12dee852acbffa853c4c10003feb01	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17_ge
5fb1118101806377e7654d7c0b3b2c8e	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	Bacteroidales_unclassified
03908039f689fbec30908666be73a706	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadales_unclassified	Pseudomonadales_unclassified
5a53de0b4e4c6cd8c9ce6b54df962030	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Proteiniclasticum
c09c37028b5f02c7bd244a1248f46aa0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7
431b7c56765cb015788cb940e0645cbd	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
8b9a2ee9c13984f628a2e349e88a4961	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas
a05ceea5ac6bbe00aedf903625eaf199	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azoarcus
a4d22e9db7d737713eed3f96e1b9c866	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	OPB41_fa	OPB41_ge
62e43ce6cd8b3c0b0d5d36575882dd5b	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Aquiflexum
3e9e4b8884eccf5c83e286bcdc14cd57	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gillisia
880ac3fba12f4eee925af017530de51d	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales_unclassified	Woesearchaeales_unclassified
6bbcd595c63eca775d9efcad3c7b272b	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
6287a36ad4ab7300babcb8eb76ec9a4e	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
266880d79a3a1e451739c8baa793fd19	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Prolixibacteraceae_unclassified
40295acb4875b82261e96ac947ed428f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	Blvii28_wastewater-sludge_group
81ce4efa6192b1163029266972d34088	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	MSBL8_ge
09f871720a75f373322e161a0f699e62	Bacteria	Patescibacteria	ABY1	Candidatus_Komeilibacteria	Candidatus_Komeilibacteria_fa	Candidatus_Komeilibacteria_ge
ecd4e999e9c8c8f1178ba50d2b70915e	Bacteria	Spirochaetota	Brevinematia	Brevinematales	Brevinemataceae	Brevinema
5d6326947df672d6f5df4c5299eff10a	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsa
91d16e435ac68bf0afd40b0b5c30a538	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas
870be1c2e65704bedbe77b1e7c9a9519	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
5df3db9e9d31d028027c130dbfd9fbcc	Bacteria	Edwardsbacteria	Edwardsbacteria_cl	Edwardsbacteria_or	Edwardsbacteria_fa	Edwardsbacteria_ge
e9e94fc2ed8a07e91e51f4bac68316c2	Bacteria	Desulfobacterota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca
7d55cd058d8ce6143279171c77c6011d	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured
08c9ccced66891aa536280c858d21ac9	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
a3f4330c959caa708c541192530fba99	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
01130e0ce05ba67113d9fb255e57d07a	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
f3cd97c26e4091e8c5851ad44f8191a4	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas
ad6f3bbc9c83cc1321f3b74d93b73a19	Bacteria	Verrucomicrobiota	Verrucomicrobiae	LD1-PB3	LD1-PB3_fa	LD1-PB3_ge
1b968ae2ef000fc8ca4a4b88efcce774	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacteriaceae_unclassified
40a7c27841998e867aeb1c798946361b	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfoconvexum
eece983d2877f170bec7ba23fafeb45f	Bacteria	Actinobacteriota	WCHB1-81	WCHB1-81_or	WCHB1-81_fa	WCHB1-81_ge
c9e639ca0e2887f5b19155defe53e650	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptoraceae_unclassified
39cfae64f452d60755463a6c4aae5f5e	Bacteria	Patescibacteria	Patescibacteria_unclassified	Patescibacteria_unclassified	Patescibacteria_unclassified	Patescibacteria_unclassified
8847f59001b6116a5d615af414949a96	Archaea	Thermoplasmatota	Thermoplasmata	uncultured	uncultured_fa	uncultured_ge
30d4b33a7449c59c8422b826890dfdd7	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Antarcticibacterium
5014cdcabe03dfd4a8651ec5368aa112	Bacteria	Patescibacteria	ABY1	Candidatus_Kuenenbacteria	Candidatus_Kuenenbacteria_fa	Candidatus_Kuenenbacteria_ge
2bb6b54694f3daa337a11812febda5c1	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
f35647ee7c36df3c53a67e7376818923	Archaea	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified
cb19a06e9688044bfe8b7214a8f6ceee	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
ab4c323a2640b0b654c766b64e1258d0	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
e7a976062285e7c9e4f54891a408832f	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	uncultured
55713cd94a82b36d97a0449ba87cbc1d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	uncultured
b095553a31d34e3faf9013029c628cc7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
a3074ccddfc90bb293995df24bcbeb07	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	uncultured
f7c81fb1789d3b4a8d8fc1881245f590	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	Candidatus_Woesebacteria_fa	Candidatus_Woesebacteria_ge
43fbf993d00738dfce504e8a2c5570d9	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	uncultured
01df297367af4df413acf2fda403752e	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
660122ff010e7375aa7c285b9d77c2d2	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
520828225bc17ef4128eae0dedc069a7	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbales_unclassified	Desulfobulbales_unclassified
fba4905ed7dd4cff61b41ea8107e2910	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea
b31e0d32cef5992313f266b55be70529	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thiohalophilus
dc735936fe237bf214c6ef05e5983dfc	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thiohalophilus
9db002ad52f9b710dd76060b8321867e	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
77144eae5388e8152ea3941f2daf0772	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
7a028c865b301010a1d3b5ff6abae571	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadales_unclassified	Pseudomonadales_unclassified
1ce9c3fdcd19d36175ea0cba276cb6f9	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
a50e09323d2ed0aa1e0fb518e5f3413a	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Antarcticibacterium
4cd8b1cd5ec6e389876636e3932e3fc3	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified	Dehalococcoidia_unclassified	Dehalococcoidia_unclassified
30a06fba6a935a0c15ccd34e5cd031ef	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured_ge
4f2663411b3cdf1222af9dd3068a0a9b	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1
ab476bcbfbf03c8d4a96f61a7bd2681c	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
8a91b8ea8660dfa0d3fcb9c7f842e77d	Bacteria	Patescibacteria	Microgenomatia	Microgenomatia_unclassified	Microgenomatia_unclassified	Microgenomatia_unclassified
74cf2d568378f3c8bba318eb87826469	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
710ca7571492ba2c63f86330fdec1382	Bacteria	Verrucomicrobiota	Verrucomicrobiota_unclassified	Verrucomicrobiota_unclassified	Verrucomicrobiota_unclassified	Verrucomicrobiota_unclassified
37ffc21b3d20307a4cf4309eec3c34a9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Salinarimonas
b453f0721d2e5c7490f5b10a90f25cdb	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales_fa	Kapabacteriales_ge
14a340e004cd32b97097d72d8303acca	Bacteria	Elusimicrobiota	Rs-M47	Rs-M47_or	Rs-M47_fa	Rs-M47_ge
684415947533fd754409ae2fe0d80ed2	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Planktosalinus
ec2cf161ca97cc6df3b167e0d472443e	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
c0624bf7ba167f13edf37ba332e4701d	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadales_unclassified	Cloacimonadales_unclassified
436fc5e577e9f2513c0ac3897ecf76b3	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella
62f901a01307c5376dcf2e91c0205b93	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
30b699bde7bb45b01c5a261be823aff8	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
b6888a32c17d02b079d451878f8013e6	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas
a5ec6c341be49c1ae2c51cb28d7fd84d	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
022aa32d1f367d54c27ae05e88641e19	Bacteria	Sva0485	Sva0485_cl	Sva0485_or	Sva0485_fa	Sva0485_ge
eab1706e57a19a653991bd7bc4973f53	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Seohaeicola
e7110ad56d056d4fbe4438b8d8ee6b70	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas
27f4caf09b1828c4c88ae8df8051be8b	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsa
5c713d30f33d2501403547d960e770de	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
4bc6042a88bb434078182a82382fd417	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae_unclassified
23dad1fd6fab3d4917875b98faadfa17	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azoarcus
bf38a9c10ad328c03b9011a893bdf0ad	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	AKYG1722_ge
8286048bdbb3d83e5d9d95137e0ed854	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Seohaeicola
e2afb2d3986754d6005ade78639c1287	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter
00428356282c0fa62f236ae8720cae39	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Planktosalinus
46a287eac40531b51e66ed6e7f9157ac	Bacteria	Actinobacteriota	Coriobacteriia	FS118-23B-02	FS118-23B-02_fa	FS118-23B-02_ge
4d95f5baadc7c32e5f755b427b91bb51	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobiaceae_ge
3a35e5b67c37d3bd4d4ed3ca8941b8f4	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
9b8a40c352a16cd2d22fb5fb3a9047cc	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	R76-B128
87b94d94d5356cc62b43a5a8288eae42	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
4757c3da0593c765c21870a3ae3699f3	Bacteria	Patescibacteria	Parcubacteria	Paceibacterales	Paceibacteraceae	Candidatus_Paceibacter
030f05137908932072487ce909b64b06	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus
d3a4c2cc30caf131a200e42a398bae45	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus
7132e6d574249a08bf583c0aa7942194	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
ba316c429858e45662cbb507524302fa	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2	Bacteroidetes_BD2-2_ge
8e69e42a9a9c872510924a4f57fb00d8	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera
42aca60ae1d7b92d55e04db012bffd42	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsaceae_unclassified
0bc6ada013d69aac6a1eae42fc100101	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified
adcf66b14ed95204915b3e3448d49560	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Hungateiclostridiaceae_unclassified
4e7547cb6c4df02b0df5178c946b364a	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	AKAU3564_sediment_group_ge
2214a4b50e18697e5fb5f1da92b3b2cd	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
cee531c57b3a998830e3f17b1fb45816	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	uncultured
aeef3ab9372132fc00adb2b4985e3370	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales_unclassified	Woesearchaeales_unclassified
5fa3021ab9d92218db7ed3af6c666bc4	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
f406d5688e51142b7bf4cb10654b4c87	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium
148b657be7d63a4a8ee05ae7285f3758	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	uncultured
a1ae2a7217fb17f5e97a2412541d5b3c	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
2a3d274fee1bda9f9463c2bc808746e6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobaculum
dc8711fcc9f996018aad1ba2467d37d8	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales_unclassified	Woesearchaeales_unclassified
9545abc5c4767b6be5084d57d8c6e127	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	GWC2-45-44	GWC2-45-44_ge
d9101dce9822b1e56f221a62fb47ebf9	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeales_fa	Candidatus_Micrarchaeum
543fc0b6f8c9fc069a2678c8b43e60bf	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thioalkalimicrobium
0849e65df326d3aaba14f51e3fcb9b3b	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
a0f0e4c8587e6dd6ac422b3401a8ae6c	Bacteria	Caldisericota	Caldisericia	Caldisericales	WCHB1-02	WCHB1-02_ge
f55a86fcc7cf8d16e48e88afe3b07dfc	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
d88d9bb9afeccd7eda35c8aafe2529ae	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium
d220a5b3b63e825b5fde8a8de87b3b66	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter
958fe4a72d70425a83222378dd61c81b	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Beckwithbacteria	Candidatus_Beckwithbacteria_fa	Candidatus_Beckwithbacteria_ge
